Store,Dept,Date,Region,Warehouse,Shipping_Mode,Order_Priority,Distance_km,Traffic_Index,Weekly_Sales,Actual_Delivery_Delay,Logistic_Delay_Probability,Decision_Tree_Delay_Probability,Random_Forest_Delay_Probability,Predicted_Delivery_Delay,Delay_Risk_Level
31,96,2012-08-10,South,Warehouse_S,Standard Class,Critical,793,0.22485799420766073,29999.9,0,0.04680174387250964,0.0,0.0,0,Low Risk
39,97,2012-04-27,West,Warehouse_W,Standard Class,Critical,982,0.2858672699269963,24556.59,1,0.8800402877125517,1.0,1.0,1,High Risk
5,52,2011-06-17,East,Warehouse_E,Second Class,Low,175,0.23657083920463917,428.06,0,0.0009972931269258928,0.0,0.0,0,Low Risk
25,20,2011-05-06,South,Warehouse_S,Second Class,Medium,625,0.3206190076929468,4065.52,1,0.8847276589005818,1.0,1.0,1,High Risk
43,80,2011-01-28,West,Warehouse_W,Same Day,High,1189,0.12062304258857073,17362.82,0,4.0884018383962155e-06,0.0,0.0,0,Low Risk
6,56,2011-02-18,East,Warehouse_E,Standard Class,Medium,218,0.1218987077470381,7348.11,0,3.712543635844634e-08,0.0,0.0,0,Low Risk
7,45,2011-11-11,East,Warehouse_E,Second Class,Low,236,0.20988634091395558,23.88,0,0.00011326485006429695,0.0,0.0,0,Low Risk
23,80,2012-07-06,Central,Warehouse_C,Second Class,Low,579,0.2174084323342301,1610.05,0,0.00027688863868933784,0.0,0.0,0,Low Risk
7,13,2012-02-10,East,Warehouse_E,Second Class,High,226,0.3376416966852134,14537.97,1,0.9214513621677395,1.0,1.0,1,High Risk
2,79,2012-06-15,East,Warehouse_E,Standard Class,Critical,141,0.20484396597385154,30395.11,0,0.0006856811108810536,0.0,0.0,0,Low Risk
26,71,2012-08-03,South,Warehouse_S,Standard Class,Medium,653,0.2500245767182159,2573.44,0,0.018621478132565258,0.0,0.0,0,Low Risk
8,18,2012-08-24,East,Warehouse_E,Standard Class,Low,274,0.23292274377965216,6.97,0,0.0009940976701453116,0.0,0.0,0,Low Risk
5,11,2010-09-10,East,Warehouse_E,Second Class,Medium,170,0.2251987940588794,6462.36,0,4.216259921499672e-05,0.0,0.0,0,Low Risk
8,90,2011-05-06,East,Warehouse_E,Standard Class,Critical,234,0.3131028242998506,39912.23,1,0.9156693578317008,1.0,1.0,1,High Risk
6,46,2012-06-15,East,Warehouse_E,Standard Class,Critical,218,0.20580563228454604,32073.43,0,0.0009011685944321934,0.0,0.0,0,Low Risk
7,4,2010-02-12,East,Warehouse_E,Second Class,High,231,0.23030027790321367,12917.37,0,0.0010366561079555626,0.0,0.0,0,Low Risk
17,93,2010-10-01,Central,Warehouse_C,Second Class,Medium,456,0.08123615640119067,3533.76,0,9.719449620670646e-10,0.0,0.0,0,Low Risk
41,90,2010-02-19,West,Warehouse_W,Standard Class,Critical,993,0.05263208892480495,59585.67,0,1.2648668724987148e-08,0.0,0.0,0,Low Risk
29,90,2012-01-06,South,Warehouse_S,Second Class,High,717,0.2029506394789823,11002.63,0,0.004649930305885139,0.0,0.0,0,Low Risk
35,40,2011-05-06,South,Warehouse_S,Second Class,Critical,855,0.33931547918516347,36694.99,1,0.9991210763542802,1.0,1.0,1,High Risk
40,79,2011-01-21,West,Warehouse_W,Standard Class,High,1015,0.1611510030055839,10449.97,0,0.00012923158037259004,0.0,0.0,0,Low Risk
37,31,2011-12-23,West,Warehouse_W,Same Day,Low,1056,0.13115552737710198,70.48,0,8.049891051861525e-07,0.0,0.0,0,Low Risk
41,9,2011-01-28,West,Warehouse_W,Standard Class,High,1038,0.11790990886348236,13327.29,0,3.195634596785794e-06,0.0,0.0,0,Low Risk
4,8,2010-09-24,East,Warehouse_E,Standard Class,Critical,182,0.07204719995259816,61292.91,0,7.861235000893953e-09,0.0,0.0,0,Low Risk
25,83,2012-05-04,South,Warehouse_S,Second Class,Low,640,0.29934567276320667,164.5,1,0.652946227199278,1.0,1.0,1,High Risk
28,16,2010-06-04,South,Warehouse_S,Standard Class,High,724,0.10675505427136565,17292.43,0,1.2074069080746703e-06,0.0,0.0,0,Low Risk
20,80,2012-03-02,Central,Warehouse_C,Standard Class,Critical,510,0.2941196627973819,38259.35,1,0.690553829072761,1.0,1.0,1,High Risk
13,14,2012-02-17,Central,Warehouse_C,Standard Class,Critical,369,0.14738880070995797,25952.92,0,4.3851917086149814e-06,0.0,0.0,0,Low Risk
26,1,2011-04-01,South,Warehouse_S,Standard Class,High,653,0.24596572156394786,16474.46,0,0.1562848279550405,0.0,0.0,0,Low Risk
7,21,2011-09-02,East,Warehouse_E,Second Class,Low,216,0.21224870213596564,2048.26,0,0.00013326867219936125,0.0,0.0,0,Low Risk
1,34,2010-12-31,East,Warehouse_E,Standard Class,High,93,0.3023414907004244,8890.3,1,0.295739584788824,1.0,1.0,1,High Risk
33,87,2011-10-07,South,Warehouse_S,Standard Class,Low,844,0.2746736357031132,474.56,0,0.2797105108349158,0.0,0.0,0,Low Risk
32,81,2010-09-17,South,Warehouse_S,Standard Class,High,791,0.07784049268612699,16143.99,0,1.1426159739693395e-07,0.0,0.0,0,Low Risk
30,74,2011-11-04,South,Warehouse_S,Same Day,Low,910,0.1752798195048461,133.51,0,5.539871578810582e-05,0.0,0.0,0,Low Risk
17,46,2011-07-08,Central,Warehouse_C,Second Class,Critical,471,0.23866623077139848,29966.01,0,0.014554748976804349,0.0,0.0,0,Low Risk
38,3,2010-05-21,West,Warehouse_W,Same Day,Low,1089,0.1329012028729935,319.12,0,1.0152212860418874e-06,0.0,0.0,0,Low Risk
2,33,2010-05-07,East,Warehouse_E,Standard Class,Medium,111,0.07949087834914942,6783.25,0,7.152124199606868e-10,0.0,0.0,0,Low Risk
3,41,2010-10-22,East,Warehouse_E,Second Class,Low,124,0.05409119747771791,927.0,0,1.12252433839787e-10,0.0,0.0,0,Low Risk
43,81,2010-07-23,West,Warehouse_W,Same Day,Critical,1194,0.042097210149110775,20914.85,0,5.158332695681718e-09,0.0,0.0,0,Low Risk
38,72,2012-07-27,West,Warehouse_W,Same Day,Low,1084,0.2628721137684676,163.43,0,0.07565783364453108,0.0,0.0,0,Low Risk
17,98,2010-09-24,Central,Warehouse_C,Second Class,Low,481,0.08302582633733847,12.0,0,1.8177050509335585e-09,0.0,0.0,0,Low Risk
27,50,2011-09-09,South,Warehouse_S,Standard Class,Medium,671,0.4965691664772452,2663.5,1,0.9999998589038405,1.0,1.0,1,High Risk
22,97,2011-08-19,Central,Warehouse_C,Second Class,Medium,591,0.27532364203559473,4057.17,0,0.028309389917966752,0.0,0.0,0,Low Risk
27,58,2010-03-19,South,Warehouse_S,Standard Class,Low,711,0.10161742289047387,1681.0,0,8.152641323306584e-08,0.0,0.0,0,Low Risk
42,23,2012-05-25,West,Warehouse_W,Same Day,Low,1181,0.33462473998740777,179.38,1,0.9815609346967101,1.0,1.0,1,High Risk
3,90,2010-06-18,East,Warehouse_E,Second Class,Low,119,0.03660358161012044,1184.69,0,2.423057843767866e-11,0.0,0.0,0,Low Risk
8,87,2012-08-24,East,Warehouse_E,Standard Class,Critical,269,0.24579500650057157,22471.91,0,0.03127486901687559,0.0,0.0,0,Low Risk
28,9,2010-11-26,South,Warehouse_S,Standard Class,High,739,0.3513642327020458,17851.95,1,0.9973670333260118,1.0,1.0,1,High Risk
45,27,2011-03-11,West,Warehouse_W,Second Class,Low,1120,0.22607120467410755,1339.78,0,0.004827908309897674,0.0,0.0,0,Low Risk
18,79,2012-01-27,Central,Warehouse_C,Second Class,High,509,0.23302363695418235,18369.72,0,0.00831384339927918,0.0,0.0,0,Low Risk
22,17,2010-07-09,Central,Warehouse_C,Second Class,High,591,0.07703732312929434,12643.82,0,1.2814478569618287e-08,0.0,0.0,0,Low Risk
1,28,2011-04-22,East,Warehouse_E,Standard Class,Low,113,0.2708115610942186,729.26,0,0.017959560319955253,0.0,0.0,0,Low Risk
33,11,2012-09-14,South,Warehouse_S,Standard Class,Low,814,0.30236399268584013,185.98,1,0.8007032892542267,1.0,1.0,1,High Risk
38,17,2010-10-29,West,Warehouse_W,Same Day,Low,1109,0.11216792413071797,508.31,0,1.7544518419995438e-07,0.0,0.0,0,Low Risk
10,85,2010-09-03,East,Warehouse_E,Second Class,Medium,305,0.12734475390797856,2163.43,0,6.71811802510486e-08,0.0,0.0,0,Low Risk
38,32,2010-10-22,West,Warehouse_W,Same Day,Low,1084,0.11148388615182667,14.0,0,1.5544722981139879e-07,0.0,0.0,0,Low Risk
21,40,2010-02-26,Central,Warehouse_C,Second Class,Critical,533,0.0456985247954649,43637.89,0,9.0573183284324e-10,0.0,0.0,0,Low Risk
41,32,2011-09-30,West,Warehouse_W,Standard Class,Medium,1003,0.2190187501120814,4420.41,0,0.0014162463220934762,0.0,0.0,0,Low Risk
23,38,2012-07-27,Central,Warehouse_C,Second Class,Critical,619,0.2739077278392552,43205.58,0,0.31915740686812477,0.0,0.0,0,Low Risk
29,54,2010-03-26,South,Warehouse_S,Second Class,Low,737,0.07480538251769188,5.0,0,7.761166887739083e-09,0.0,0.0,0,Low Risk
4,55,2012-04-13,East,Warehouse_E,Standard Class,High,167,0.29336259319621294,14204.76,1,0.5750045019261275,1.0,1.0,1,High Risk
28,12,2011-09-23,South,Warehouse_S,Standard Class,Medium,704,0.2686868582616734,3316.57,0,0.0983317421225917,0.0,0.0,0,Low Risk
43,52,2010-05-28,West,Warehouse_W,Same Day,Low,1199,0.060405936554327334,56.33,0,2.407576997612109e-09,0.0,0.0,0,Low Risk
16,55,2010-10-01,Central,Warehouse_C,Second Class,Medium,443,0.06352259099474697,5495.58,0,2.0268635153733417e-10,0.0,0.0,0,Low Risk
35,10,2012-08-10,South,Warehouse_S,Second Class,High,855,0.26098068487507176,13300.42,0,0.5054584113744507,0.0,0.0,0,Low Risk
24,52,2012-05-11,South,Warehouse_S,Standard Class,Low,612,0.3210654857304505,1697.03,1,0.9265931596181581,1.0,1.0,1,High Risk
5,32,2011-01-07,East,Warehouse_E,Second Class,Low,175,0.10493238358893724,1870.44,0,1.0616891484965913e-08,0.0,0.0,0,Low Risk
41,60,2011-09-09,West,Warehouse_W,Standard Class,Low,993,0.42231896977981537,387.2,1,0.999942180303172,1.0,1.0,1,High Risk
7,71,2012-02-03,East,Warehouse_E,Second Class,Medium,216,0.11616247585669207,2233.53,0,2.0494261500434283e-08,0.0,0.0,0,Low Risk
4,38,2011-12-23,East,Warehouse_E,Standard Class,Critical,182,0.17195977363908868,74430.59,0,4.8549592518741705e-05,0.0,0.0,0,Low Risk
18,54,2011-01-28,Central,Warehouse_C,Second Class,Low,484,0.1573973517898394,51.84,0,1.1840152085659778e-06,0.0,0.0,0,Low Risk
1,16,2010-12-17,East,Warehouse_E,Standard Class,Medium,103,0.0855768039647684,5513.25,0,1.1875020720451795e-09,0.0,0.0,0,Low Risk
4,59,2011-05-20,East,Warehouse_E,Standard Class,Low,187,0.28551257766092897,504.75,0,0.07279067746706518,0.0,0.0,0,Low Risk
27,93,2010-03-12,South,Warehouse_S,Standard Class,Critical,686,0.1318483950926781,62135.08,0,1.2600003391433264e-05,0.0,0.0,0,Low Risk
25,59,2010-05-28,South,Warehouse_S,Second Class,Low,670,0.08897967957132785,959.71,0,2.2729911544027157e-08,0.0,0.0,0,Low Risk
40,91,2010-09-03,West,Warehouse_W,Standard Class,Critical,975,0.08037608228254584,43302.49,0,1.298241199883365e-07,0.0,0.0,0,Low Risk
32,6,2012-10-05,South,Warehouse_S,Standard Class,Medium,816,0.2667070821372229,3358.86,0,0.10732909095756299,0.0,0.0,0,Low Risk
37,13,2011-02-25,West,Warehouse_W,Same Day,High,1066,0.13150617588279742,17120.39,0,7.832803071451875e-06,0.0,0.0,0,Low Risk
44,2,2012-05-25,West,Warehouse_W,Same Day,High,1222,0.27504079580641927,10208.67,0,0.7485488167029579,0.0,0.0,0,Low Risk
23,32,2011-03-18,Central,Warehouse_C,Second Class,High,589,0.24115629871638075,9479.93,0,0.01975896486921629,0.0,0.0,0,Low Risk
44,3,2011-07-08,West,Warehouse_W,Same Day,Low,1227,0.22168549638579138,330.88,0,0.0031979354937647655,0.0,0.0,0,Low Risk
31,74,2012-05-11,South,Warehouse_S,Standard Class,High,783,0.2541419776987248,13256.65,0,0.3385204480889256,0.0,0.0,0,Low Risk
29,30,2012-05-25,South,Warehouse_S,Second Class,Medium,717,0.280680809097834,2914.3,1,0.22814354084947602,1.0,1.0,1,High Risk
1,48,2012-05-18,East,Warehouse_E,Standard Class,Low,113,0.23566822246637156,1301.0,0,0.0008596056552281075,0.0,0.0,0,Low Risk
40,93,2010-06-04,West,Warehouse_W,Standard Class,Critical,985,0.09836754482245383,32032.84,0,6.180728279899211e-07,0.0,0.0,0,Low Risk
27,13,2010-09-10,South,Warehouse_S,Standard Class,Critical,686,0.3104555613409997,60123.97,1,0.9238598130110666,1.0,1.0,1,High Risk
37,8,2011-01-14,West,Warehouse_W,Same Day,High,1091,0.11465073896657178,16382.91,0,1.91529905589915e-06,0.0,0.0,0,Low Risk
11,3,2012-06-01,East,Warehouse_E,Standard Class,High,318,0.215446202295905,11126.04,0,0.0021887140370561134,0.0,0.0,0,Low Risk
27,96,2010-07-30,South,Warehouse_S,Standard Class,Critical,701,0.11019698977696235,26447.06,0,1.8095348244072394e-06,0.0,0.0,0,Low Risk
3,80,2011-12-02,East,Warehouse_E,Second Class,Low,119,0.14318293321471476,76.34,0,2.5761109164000335e-07,0.0,0.0,0,Low Risk
35,21,2011-11-18,South,Warehouse_S,Second Class,Medium,860,0.21691073649936427,3539.41,0,0.001622733862135954,0.0,0.0,0,Low Risk
12,6,2011-03-11,Central,Warehouse_C,Second Class,Medium,356,0.2753935029545937,4878.58,0,0.01640503001093374,0.0,0.0,0,Low Risk
28,37,2012-07-27,South,Warehouse_S,Standard Class,Low,729,0.26383360818113716,1841.45,0,0.10315807643278835,0.0,0.0,0,Low Risk
38,9,2010-12-17,West,Warehouse_W,Same Day,Low,1119,0.15599041489608442,44.63,0,8.132352857779279e-06,0.0,0.0,0,Low Risk
13,67,2011-07-08,Central,Warehouse_C,Standard Class,High,384,0.2288590702732208,12850.35,0,0.0045758320045248685,0.0,0.0,0,Low Risk
4,42,2010-06-18,East,Warehouse_E,Standard Class,High,152,0.0409320499287849,9438.31,0,3.718408253677996e-10,0.0,0.0,0,Low Risk
40,22,2012-01-13,West,Warehouse_W,Standard Class,Medium,980,0.21646178729857019,5204.1,0,0.0010751777045219645,0.0,0.0,0,Low Risk
20,91,2011-03-25,Central,Warehouse_C,Standard Class,Critical,515,0.2732201778930002,68586.17,0,0.2839084146400589,0.0,0.0,0,Low Risk
24,1,2012-06-01,South,Warehouse_S,Standard Class,High,607,0.299550866895878,13113.38,1,0.9456944483731854,1.0,1.0,1,High Risk
11,56,2012-09-21,East,Warehouse_E,Standard Class,Low,333,0.2540251214385985,1511.17,0,0.007172107218782199,0.0,0.0,0,Low Risk
45,5,2010-08-27,West,Warehouse_W,Second Class,High,1110,0.0653714490551968,10121.22,0,3.608472926292758e-08,0.0,0.0,0,Low Risk
45,94,2012-08-24,West,Warehouse_W,Second Class,Medium,1105,0.2782667258385141,4297.09,1,0.22545483597259394,1.0,1.0,1,High Risk
27,3,2010-08-20,South,Warehouse_S,Standard Class,Critical,686,0.12672727162914843,61941.18,0,8.065220939836572e-06,0.0,0.0,0,Low Risk
14,5,2012-09-14,Central,Warehouse_C,Standard Class,High,397,0.3094734569350235,18888.95,1,0.842854851839314,1.0,1.0,1,High Risk
7,83,2011-01-07,East,Warehouse_E,Second Class,Low,226,0.08544983852762762,745.0,0,2.1967908796752907e-09,0.0,0.0,0,Low Risk
8,97,2011-01-28,East,Warehouse_E,Standard Class,High,269,0.11869540678662419,13998.67,0,4.332282149241105e-07,0.0,0.0,0,Low Risk
20,40,2011-07-29,Central,Warehouse_C,Standard Class,Critical,510,0.3217078273803261,81860.12,1,0.96499512927167,1.0,1.0,1,High Risk
41,83,2012-10-26,West,Warehouse_W,Standard Class,Medium,1008,0.24788666743235926,3039.24,0,0.01733051678004891,0.0,0.0,0,Low Risk
41,49,2011-06-17,West,Warehouse_W,Standard Class,Medium,1038,0.25006650629229726,2996.36,0,0.022401472220532043,0.0,0.0,0,Low Risk
20,94,2012-08-03,Central,Warehouse_C,Standard Class,Critical,530,0.2764780095919196,64129.24,0,0.3504394398726911,0.0,0.0,0,Low Risk
36,21,2010-06-04,West,Warehouse_W,Standard Class,Low,883,0.04148276850175743,256.87,0,3.120050144764527e-10,0.0,0.0,0,Low Risk
27,5,2012-10-26,South,Warehouse_S,Standard Class,Critical,696,0.33795243725013235,25572.59,1,0.9986173726188391,1.0,1.0,1,High Risk
2,98,2010-07-02,East,Warehouse_E,Standard Class,High,136,0.050360349281365235,14001.49,0,8.223979242751819e-10,0.0,0.0,0,Low Risk
8,21,2011-09-30,East,Warehouse_E,Standard Class,Medium,239,0.18228829889481138,4320.75,0,7.421056822432838e-06,0.0,0.0,0,Low Risk
20,33,2011-05-20,Central,Warehouse_C,Standard Class,Medium,525,0.32532568345095214,6683.81,0,0.6770087974891769,0.0,0.0,0,Low Risk
9,54,2010-12-10,East,Warehouse_E,Second Class,Low,277,0.0772542209510503,81.84,0,1.2152269136928286e-09,0.0,0.0,0,Low Risk
11,11,2011-04-08,East,Warehouse_E,Standard Class,High,308,0.2438102646130763,18308.61,0,0.025100166899403472,0.0,0.0,0,Low Risk
22,22,2011-12-30,Central,Warehouse_C,Second Class,High,566,0.39655969748545034,12789.54,1,0.9995956550465189,1.0,1.0,1,High Risk
2,18,2011-10-21,East,Warehouse_E,Standard Class,High,136,0.18839767086133824,15682.44,0,0.00013602860884340086,0.0,0.0,0,Low Risk
27,19,2011-11-11,South,Warehouse_S,Standard Class,Low,716,0.25331780273719684,976.23,0,0.0426454553334746,0.0,0.0,0,Low Risk
16,29,2012-09-28,Central,Warehouse_C,Second Class,Low,463,0.2676559628864035,1517.43,0,0.016322810442205377,0.0,0.0,0,Low Risk
35,82,2011-10-21,South,Warehouse_S,Second Class,High,865,0.22934026181355846,11241.93,0,0.0622248313203157,0.0,0.0,0,Low Risk
37,72,2012-06-08,West,Warehouse_W,Same Day,Low,1061,0.1993767633859832,218.76,0,0.0003085126938426898,0.0,0.0,0,Low Risk
27,35,2010-09-10,South,Warehouse_S,Standard Class,Medium,696,0.2779722952556062,3433.5,1,0.03969106730966626,1.0,1.0,1,High Risk
19,67,2011-05-13,Central,Warehouse_C,Standard Class,Critical,522,0.3662021009207237,25910.38,1,0.9991522811486254,1.0,1.0,1,High Risk
25,90,2012-02-17,South,Warehouse_S,Second Class,High,625,0.25536238231568903,12938.32,0,0.2646459638813008,0.0,0.0,0,Low Risk
7,13,2010-04-16,East,Warehouse_E,Second Class,High,226,0.06860808623862794,12272.43,0,4.607816234332184e-09,0.0,0.0,0,Low Risk
3,42,2010-10-08,East,Warehouse_E,Second Class,Medium,129,0.037660883645351126,4428.89,0,1.8045612995223768e-11,0.0,0.0,0,Low Risk
34,37,2012-01-20,South,Warehouse_S,Standard Class,Low,867,0.16444970268484027,1867.44,0,2.8133979223251814e-05,0.0,0.0,0,Low Risk
14,98,2012-02-10,Central,Warehouse_C,Standard Class,Critical,412,0.4494044941516272,21776.39,1,0.9999953441798443,1.0,1.0,1,High Risk
7,54,2011-08-26,East,Warehouse_E,Second Class,Low,231,0.20589718782516095,56.8,0,7.909680366880622e-05,0.0,0.0,0,Low Risk
30,31,2012-01-06,South,Warehouse_S,Same Day,Low,895,0.1401360438403372,5.0,0,2.509186614443673e-06,0.0,0.0,0,Low Risk
15,79,2012-08-17,Central,Warehouse_C,Second Class,High,440,0.3061464821435069,7836.49,1,0.8002858908482845,1.0,1.0,1,High Risk
26,85,2011-08-19,South,Warehouse_S,Standard Class,Medium,673,0.27429521053201555,2262.33,0,0.1412113481005892,0.0,0.0,0,Low Risk
15,49,2011-02-18,Central,Warehouse_C,Second Class,High,440,0.19924001484412363,11171.9,0,0.000368319540574042,0.0,0.0,0,Low Risk
29,82,2011-09-30,South,Warehouse_S,Second Class,High,727,0.25042001040656525,8159.97,0,0.22815054954011757,0.0,0.0,0,Low Risk
8,72,2010-11-12,East,Warehouse_E,Standard Class,Critical,244,0.07616093330444566,38394.33,0,1.230225033211485e-08,0.0,0.0,0,Low Risk
39,2,2011-07-08,West,Warehouse_W,Standard Class,Critical,957,0.24421986523638656,68687.05,0,0.17122994842465544,0.0,0.0,0,Low Risk
1,21,2010-07-09,East,Warehouse_E,Standard Class,High,78,0.04193468266789363,8739.92,0,3.3888903528974493e-10,0.0,0.0,0,Low Risk
39,25,2012-09-28,West,Warehouse_W,Standard Class,Medium,972,0.24593487265482697,6627.8,0,0.013586020301082411,0.0,0.0,0,Low Risk
8,44,2012-09-21,East,Warehouse_E,Standard Class,Medium,254,0.2554786854075119,4047.96,0,0.004466024910043789,0.0,0.0,0,Low Risk
4,17,2010-02-19,East,Warehouse_E,Standard Class,High,177,0.027938681874295476,19987.66,0,1.3102621352463953e-10,0.0,0.0,0,Low Risk
44,23,2011-12-23,West,Warehouse_W,Same Day,Low,1227,0.14595211924567597,12.77,0,4.403332535208993e-06,0.0,0.0,0,Low Risk
30,17,2010-02-05,South,Warehouse_S,Same Day,Low,925,0.02301216836177025,198.01,0,1.0110709274750381e-10,0.0,0.0,0,Low Risk
26,10,2010-04-23,South,Warehouse_S,Standard Class,High,648,0.09238038143148039,8293.66,0,2.8116545668379255e-07,0.0,0.0,0,Low Risk
40,2,2011-05-20,West,Warehouse_W,Standard Class,Critical,980,0.3434662721722971,24703.14,1,0.9990894992237662,1.0,1.0,1,High Risk
5,21,2012-04-13,East,Warehouse_E,Second Class,Low,170,0.2879600940411608,1278.77,0,0.0796259456561212,0.0,0.0,0,Low Risk
33,11,2010-06-25,South,Warehouse_S,Standard Class,Low,814,0.1256019251501703,171.04,0,8.389877123022878e-07,0.0,0.0,0,Low Risk
37,40,2012-02-24,West,Warehouse_W,Same Day,Critical,1051,0.23628933999801272,28615.76,0,0.07525821024741829,0.0,0.0,0,Low Risk
40,27,2011-01-07,West,Warehouse_W,Standard Class,Low,1005,0.14788236529673965,933.27,0,4.401403128602299e-06,0.0,0.0,0,Low Risk
31,17,2010-11-12,South,Warehouse_S,Standard Class,High,798,0.05893198390076708,8326.01,0,2.196920760465147e-08,0.0,0.0,0,Low Risk
7,60,2010-05-21,East,Warehouse_E,Second Class,Low,211,0.06379560048862751,26.4,0,3.2131473480695197e-10,0.0,0.0,0,Low Risk
30,96,2010-07-23,South,Warehouse_S,Same Day,Critical,920,0.04219181136216649,21079.95,0,5.655865283813445e-09,0.0,0.0,0,Low Risk
5,16,2011-05-27,East,Warehouse_E,Second Class,High,195,0.2717886200807305,9779.06,0,0.1685406951698153,0.0,0.0,0,Low Risk
5,29,2012-06-29,East,Warehouse_E,Second Class,Low,210,0.1664615096637391,831.82,0,2.4363843014309125e-06,0.0,0.0,0,Low Risk
12,20,2010-12-31,Central,Warehouse_C,Second Class,Medium,326,0.3412381091604574,5076.04,0,0.45143139002820387,0.0,0.0,0,Low Risk
10,90,2012-05-18,East,Warehouse_E,Second Class,High,280,0.3791121140612568,14516.07,1,0.9996510529448759,1.0,1.0,1,High Risk
39,93,2012-06-01,West,Warehouse_W,Standard Class,Critical,962,0.23545011297597224,46037.28,0,0.08418115361478752,0.0,0.0,0,Low Risk
32,40,2010-04-23,South,Warehouse_S,Standard Class,Critical,786,0.09540410044486514,55190.21,0,6.604483001122254e-07,0.0,0.0,0,Low Risk
24,30,2011-04-29,South,Warehouse_S,Standard Class,Medium,602,0.33516207237200984,4614.58,1,0.9653247089398331,1.0,1.0,1,High Risk
5,14,2010-07-16,East,Warehouse_E,Second Class,Medium,185,0.03465990146430301,2688.95,0,1.58333119941594e-11,0.0,0.0,0,Low Risk
6,83,2010-06-04,East,Warehouse_E,Standard Class,Medium,203,0.05238026048278992,4935.91,0,8.394939000464386e-11,0.0,0.0,0,Low Risk
45,17,2010-04-23,West,Warehouse_W,Second Class,High,1120,0.09481015741307004,10085.95,0,4.78952206610442e-07,0.0,0.0,0,Low Risk
42,67,2010-12-31,West,Warehouse_W,Same Day,Low,1201,0.33881675358122765,850.24,1,0.9327733807292272,1.0,1.0,1,High Risk
17,52,2010-04-16,Central,Warehouse_C,Second Class,Medium,451,0.09368757007537601,3580.12,0,2.838103847151345e-09,0.0,0.0,0,Low Risk
21,40,2011-06-03,Central,Warehouse_C,Second Class,Critical,533,0.27113262487617784,39061.9,0,0.2284604966282228,0.0,0.0,0,Low Risk
41,34,2011-10-21,West,Warehouse_W,Standard Class,High,1013,0.22468689631808172,10815.14,0,0.0314077250374036,0.0,0.0,0,Low Risk
12,12,2011-09-02,Central,Warehouse_C,Second Class,Medium,336,0.2706149081862866,3533.75,0,0.010342282807300549,0.0,0.0,0,Low Risk
1,11,2011-07-08,East,Warehouse_E,Standard Class,Critical,78,0.22299374813916548,31642.79,0,0.002861556460899082,0.0,0.0,0,Low Risk
12,28,2011-05-06,Central,Warehouse_C,Second Class,Low,366,0.34826379972246996,899.47,0,0.9358650551109571,0.0,0.0,0,Low Risk
2,47,2010-08-06,East,Warehouse_E,Standard Class,Low,131,0.03454990079481638,1098.0,0,2.2521667703150608e-11,0.0,0.0,0,Low Risk
45,22,2011-06-10,West,Warehouse_W,Second Class,Medium,1095,0.28860618630613905,5903.78,1,0.41233151042594246,1.0,1.0,1,High Risk
8,94,2012-03-09,East,Warehouse_E,Standard Class,Critical,254,0.25635664933369334,23766.87,0,0.07263751386545153,0.0,0.0,0,Low Risk
10,27,2011-11-18,East,Warehouse_E,Second Class,Medium,315,0.24606950944035896,5813.54,0,0.002126913129103871,0.0,0.0,0,Low Risk
16,56,2011-06-24,Central,Warehouse_C,Second Class,Critical,448,0.2558215198389309,25630.9,0,0.05792225785127581,0.0,0.0,0,Low Risk
16,87,2012-05-04,Central,Warehouse_C,Second Class,High,453,0.2940964144162736,7791.08,1,0.5916245147337363,1.0,1.0,1,High Risk
31,92,2011-10-28,South,Warehouse_S,Standard Class,Critical,773,0.25414718083491394,123784.72,0,0.43295423877618,0.0,0.0,0,Low Risk
24,85,2010-12-03,South,Warehouse_S,Standard Class,Low,627,0.14982867808320055,1881.81,0,4.422431128514748e-06,0.0,0.0,0,Low Risk
15,35,2011-12-16,Central,Warehouse_C,Second Class,Medium,420,0.23303190318801303,3345.17,0,0.0004855487776674607,0.0,0.0,0,Low Risk
14,71,2011-07-22,Central,Warehouse_C,Standard Class,High,377,0.2758562091991063,8134.31,0,0.21051493924399117,0.0,0.0,0,Low Risk
18,34,2010-11-05,Central,Warehouse_C,Second Class,High,484,0.10663033600187252,18124.0,0,1.3192899072886188e-07,0.0,0.0,0,Low Risk
26,29,2012-01-20,South,Warehouse_S,Standard Class,Medium,693,0.218568173615726,2235.08,0,0.001349732130515042,0.0,0.0,0,Low Risk
34,2,2012-06-01,South,Warehouse_S,Standard Class,Critical,842,0.22564911475214192,35227.76,0,0.05660070357170513,0.0,0.0,0,Low Risk
42,72,2012-05-18,West,Warehouse_W,Same Day,Low,1176,0.37057733701371137,-379.0,1,0.9991670910086187,1.0,1.0,1,High Risk
6,6,2010-10-29,East,Warehouse_E,Standard Class,Medium,218,0.05579421829300967,7046.84,0,1.1779001691232565e-10,0.0,0.0,0,Low Risk
21,2,2012-01-20,Central,Warehouse_C,Second Class,Critical,543,0.18879613095967432,46106.05,0,0.00023883029001421372,0.0,0.0,0,Low Risk
11,29,2010-07-30,East,Warehouse_E,Standard Class,High,348,0.04197688519468056,9513.06,0,6.530439625136863e-10,0.0,0.0,0,Low Risk
29,22,2010-04-23,South,Warehouse_S,Second Class,Medium,727,0.09049946178277693,5011.04,0,1.9776780148877676e-08,0.0,0.0,0,Low Risk
